timestamp,mmsi,latitude,longitude,sog,cog,true_heading,navigational_status
2025-05-10 16:39:02.997997072 +0000 UTC,367124980,33.73453833333333,-118.27090666666666,0.1,266.7,511,0
2025-05-10 16:39:03.105068397 +0000 UTC,367625810,33.73979166666667,-118.277965,0,310.2,10,0
2025-05-10 16:39:03.918251289 +0000 UTC,367401030,33.73981833333333,-118.27821833333334,0.1,357,7,0
2025-05-10 16:39:07.65978775 +0000 UTC,367580930,33.76244,-118.1954,0,360,511,0
2025-05-10 16:39:08.268088424 +0000 UTC,367035570,33.733375,-118.26351166666667,0,262.2,177,3
2025-05-10 16:39:09.041187181 +0000 UTC,368226970,33.74066333333334,-118.27817666666667,0.1,233,511,0
2025-05-10 16:39:09.126104849 +0000 UTC,367192940,33.73828,-118.27677,6.9,180.5,511,0
2025-05-10 16:39:09.430384681 +0000 UTC,367698890,33.740406666666665,-118.27772833333333,0.7,148.6,275,5
2025-05-10 16:39:11.088693863 +0000 UTC,368064650,33.72376666666666,-118.27953333333333,0,360,511,15
2025-05-10 16:39:11.173546176 +0000 UTC,367133910,33.76549333333333,-118.25568333333334,0.1,319.8,307,0
2025-05-10 16:39:13.158131479 +0000 UTC,636022007,33.750478333333334,-118.21712833333332,4.9,7.8,11,0
2025-05-10 16:39:13.268226656 +0000 UTC,367704150,33.762233333333334,-118.19549333333333,0,360,511,0
2025-05-10 16:39:13.508522291 +0000 UTC,367461940,33.74429666666666,-118.22551,0.1,255.2,511,3
2025-05-10 16:39:15.571027638 +0000 UTC,311001627,33.730615,-118.22319666666667,0.2,267.4,41,0
2025-05-10 16:39:16.148397194 +0000 UTC,367693690,33.7533,-118.22384666666667,0,192.5,251,5
2025-05-10 16:39:16.98680036 +0000 UTC,368171260,33.731413333333336,-118.27414,5.8,155.6,159,12
2025-05-10 16:39:18.013831251 +0000 UTC,367027570,33.753931666666666,-118.22433500000001,0,182.1,254,0
2025-05-10 16:39:18.974447625 +0000 UTC,338140889,33.77000666666667,-118.212435,0,242.6,511,15
2025-05-10 16:39:18.983974424 +0000 UTC,366892000,33.74914833333334,-118.21733833333333,5.1,349.3,6,0
2025-05-10 16:39:19.482077159 +0000 UTC,367754810,33.771165,-118.21306666666666,0,59,334,0
2025-05-10 16:39:20.138119681 +0000 UTC,338602000,33.74777666666667,-118.17264,0.1,85,36,15
2025-05-10 16:39:21.089927023 +0000 UTC,308369000,33.745945,-118.21147666666667,0,131.4,128,5
2025-05-10 16:39:23.477843069 +0000 UTC,368133450,33.73028,-118.26256833333333,0,323.5,252,12
2025-05-10 16:39:26.566282693 +0000 UTC,368351000,33.770475,-118.212885,0,67.6,248,5
2025-05-10 16:39:26.742266732 +0000 UTC,366892000,33.74933166666667,-118.217365,5.2,352.8,16,0
2025-05-10 16:39:26.958071831 +0000 UTC,367740790,33.756325,-118.27399666666666,0,154.2,151,5
2025-05-10 16:39:27.425962745 +0000 UTC,338145691,33.72625166666667,-118.269055,0.3,92.2,511,0
2025-05-10 16:39:28.394786603 +0000 UTC,366978690,33.747495,-118.18158,7,344.2,344,5
2025-05-10 16:39:30.797707919 +0000 UTC,367724740,33.72444333333333,-118.21140833333334,19.3,255.5,511,15
2025-05-10 16:39:31.014040472 +0000 UTC,372191000,33.743665,-118.20798166666667,0,202,310,5
2025-05-10 16:39:32.426551153 +0000 UTC,367625810,33.73977333333333,-118.27795333333333,0,310.2,11,0
2025-05-10 16:39:34.244198636 +0000 UTC,366998840,33.763933333333334,-118.25683333333333,0.2,91,308,0
2025-05-10 16:39:34.41569285 +0000 UTC,367569830,33.76392666666667,-118.25694666666666,0,315.3,207,0
2025-05-10 16:39:36.718370792 +0000 UTC,367034320,33.761358333333334,-118.19561,0,360,511,15
2025-05-10 16:39:37.075127359 +0000 UTC,367199310,33.763061666666665,-118.19945333333334,0,249.1,511,15
2025-05-10 16:39:37.099754849 +0000 UTC,367533290,33.73453,-118.27069166666666,0,340.2,511,0
2025-05-10 16:39:37.919858559 +0000 UTC,636024673,33.72948833333333,-118.25657333333334,0,169.7,251,5
2025-05-10 16:39:40.312066254 +0000 UTC,368010330,33.75188166666667,-118.21652833333333,4.8,9.2,1,0
2025-05-10 16:39:42.023376053 +0000 UTC,368136950,33.740233333333336,-118.27813333333333,0,82.3,191,0
2025-05-10 16:39:43.32736227 +0000 UTC,367661930,33.725425,-118.22522000000001,7.8,205.8,204,0
2025-05-10 16:39:44.073711097 +0000 UTC,368010330,33.75197166666667,-118.216515,4.7,9.6,0,0
2025-05-10 16:39:46.015632841 +0000 UTC,538010541,33.749745,-118.20889166666666,0,289.3,58,5
2025-05-10 16:39:46.811818242 +0000 UTC,368084540,33.73985666666667,-118.27806000000001,0,270.2,6,0
2025-05-10 16:39:50.141772995 +0000 UTC,368375410,33.76351666666667,-118.26052,0,360,178,5
2025-05-10 16:39:51.236366768 +0000 UTC,367452280,33.73520333333333,-118.26903333333333,0,360,511,0
2025-05-10 16:39:51.356253706 +0000 UTC,368024740,33.731523333333335,-118.223045,1,172.5,197,0
2025-05-10 16:39:52.686712008 +0000 UTC,366926740,33.728316666666665,-118.27433333333333,0,44.8,308,0
2025-05-10 16:39:52.956077814 +0000 UTC,367760290,33.748023333333336,-118.21555333333335,0.2,188.7,511,5
2025-05-10 16:39:53.562440239 +0000 UTC,367017440,33.770895,-118.211685,0,233.5,511,0
2025-05-10 16:39:53.732606548 +0000 UTC,368171260,33.73052,-118.27369,5.8,156.5,159,12
2025-05-10 16:39:54.064128585 +0000 UTC,368133450,33.7303,-118.262585,0,323.5,252,12
2025-05-10 16:39:54.922099861 +0000 UTC,367393270,33.73505,-118.27104666666668,0,247.1,511,0
2025-05-10 16:39:58.26021501 +0000 UTC,235103357,33.745824999999996,-118.27529,0,191.9,26,5
2025-05-10 16:39:58.446304924 +0000 UTC,338602000,33.74778,-118.17264,0.1,351,34,15
2025-05-10 16:39:58.958710201 +0000 UTC,367034960,33.767466666666664,-118.216965,0,304,511,0
2025-05-10 16:40:01.937423076 +0000 UTC,477035300,33.75651,-118.21838666666666,0,203.2,341,5
2025-05-10 16:40:02.079547465 +0000 UTC,367781000,33.727005,-118.25947,0,210.1,202,5
2025-05-10 16:40:03.002722378 +0000 UTC,368024740,33.731485,-118.22303333333333,0.9,168.3,217,0
2025-05-10 16:40:03.374321418 +0000 UTC,367124980,33.734521666666666,-118.27087333333334,0.1,291.2,511,0
2025-05-10 16:40:04.261003237 +0000 UTC,367401030,33.739763333333336,-118.27819,0,40.1,7,0
2025-05-10 16:40:04.842142772 +0000 UTC,220416000,33.73298333333334,-118.24501666666667,0,71.2,71,5
2025-05-10 16:40:07.056300266 +0000 UTC,367044560,33.762785,-118.26560333333333,0.1,246.9,511,15
2025-05-10 16:40:08.307664698 +0000 UTC,367580930,33.76244333333333,-118.1954,0,360,511,0
2025-05-10 16:40:09.011087526 +0000 UTC,368226970,33.740651666666665,-118.27853833333333,0,242.3,511,0
2025-05-10 16:40:09.142185278 +0000 UTC,367192940,33.73634666666667,-118.27664333333334,7,174,511,0
2025-05-10 16:40:09.456279014 +0000 UTC,367035570,33.73336,-118.26354166666667,0,266.6,177,3
2025-05-10 16:40:11.321000236 +0000 UTC,367133910,33.76551666666667,-118.25563666666667,0,247.4,150,0
2025-05-10 16:40:11.62819065 +0000 UTC,368064650,33.723753333333335,-118.27948666666666,0,360,511,15
2025-05-10 16:40:13.133781176 +0000 UTC,636022007,33.75179333333333,-118.21681833333334,4.5,12.6,5,0
2025-05-10 16:40:13.280875421 +0000 UTC,367461940,33.74428833333334,-118.22552999999999,0,238.7,511,3
2025-05-10 16:40:13.742626081 +0000 UTC,367401030,33.73975,-118.27818,0,282.1,7,0
2025-05-10 16:40:13.750055164 +0000 UTC,636015175,33.77043666666667,-118.22476666666667,0,168.9,57,5
2025-05-10 16:40:13.946774352 +0000 UTC,366886630,33.737386666666666,-118.278095,0,360,511,5
2025-05-10 16:40:15.564807907 +0000 UTC,311001627,33.73061166666667,-118.22326500000001,0.1,262.3,41,0
2025-05-10 16:40:16.874477598 +0000 UTC,367034320,33.761365,-118.19561833333334,0,360,511,15
2025-05-10 16:40:18.92611688 +0000 UTC,338140889,33.77005,-118.21243333333334,0,244.1,511,15
2025-05-10 16:40:19.373077554 +0000 UTC,367698890,33.740006666666666,-118.27759666666667,3.8,176.9,174,5
2025-05-10 16:40:19.496531694 +0000 UTC,367754810,33.771166666666666,-118.21306166666666,0,61.7,329,0
2025-05-10 16:40:20.644852892 +0000 UTC,338602000,33.747769999999996,-118.17262666666667,0.3,18,37,15
2025-05-10 16:40:20.647365321 +0000 UTC,366892000,33.750438333333335,-118.21706166666667,4.5,11.7,24,0
2025-05-10 16:40:22.449979845 +0000 UTC,636022007,33.751975,-118.21678333333332,4.4,12.2,3,0
2025-05-10 16:40:23.66428342 +0000 UTC,367704150,33.76223,-118.19549333333333,0,360,511,0
2025-05-10 16:40:25.85477012 +0000 UTC,368171260,33.729708333333335,-118.27326500000001,5.8,156.4,157,12
2025-05-10 16:40:27.210549146 +0000 UTC,338145691,33.726258333333334,-118.26905666666667,0.1,91.2,511,0
2025-05-10 16:40:27.728522796 +0000 UTC,367027570,33.753935,-118.22433333333333,0,260.3,256,0
2025-05-10 16:40:29.967867999 +0000 UTC,366921510,33.73099833333333,-118.26128833333334,0,175.1,251,5
2025-05-10 16:40:30.140855441 +0000 UTC,367724740,33.7225,-118.217415,19.3,244.8,511,15
2025-05-10 16:40:31.77242117 +0000 UTC,538007597,33.735455,-118.16356999999999,0.1,99.1,114,1
2025-05-10 16:40:32.42414351 +0000 UTC,367625810,33.73983333333334,-118.27793666666666,0,310.2,11,0
2025-05-10 16:40:33.480836112 +0000 UTC,477737600,33.74355,-118.19470333333334,0,216.9,90,5
2025-05-10 16:40:34.262163592 +0000 UTC,366998840,33.763933333333334,-118.25681666666667,0,254.2,309,0
2025-05-10 16:40:34.425824216 +0000 UTC,367569830,33.76387833333333,-118.25696333333333,0,315.3,206,0
2025-05-10 16:40:36.549551982 +0000 UTC,367034320,33.76137,-118.19560499999999,0,360,511,15
2025-05-10 16:40:36.553151202 +0000 UTC,366892000,33.75077,-118.21693499999999,4.5,16.1,15,0
2025-05-10 16:40:37.671142158 +0000 UTC,366978690,33.749626666666664,-118.18233333333333,5.7,339.1,336,5
2025-05-10 16:40:37.749629585 +0000 UTC,367533290,33.73451,-118.27070166666667,0.1,303.7,511,0
2025-05-10 16:40:37.752335475 +0000 UTC,367550000,33.74544833333333,-118.22488,0,234.4,189,5
2025-05-10 16:40:40.311354465 +0000 UTC,368010330,33.75313833333333,-118.21633833333334,4.3,2.7,353,0
2025-05-10 16:40:41.520023578 +0000 UTC,367004260,33.767579999999995,-118.21688666666667,0,249.6,511,5
2025-05-10 16:40:42.180729047 +0000 UTC,220415000,33.73162166666667,-118.249785,0,136.6,251,5
2025-05-10 16:40:42.564822591 +0000 UTC,368136950,33.740233333333336,-118.27813333333333,0,5.2,191,0
2025-05-10 16:40:43.133398969 +0000 UTC,367661930,33.72345833333333,-118.22630333333333,7.8,204.4,205,0
2025-05-10 16:40:46.294248999 +0000 UTC,368084540,33.73986166666666,-118.27805,0,270.2,6,0
2025-05-10 16:40:47.914668473 +0000 UTC,368010330,33.753295,-118.21633166666668,4.4,3.3,352,0
2025-05-10 16:40:49.90781704 +0000 UTC,367006790,33.735535,-118.162585,0,356.6,289,5
2025-05-10 16:40:51.212478209 +0000 UTC,367452280,33.73520166666667,-118.26901166666667,0,360,511,0
2025-05-10 16:40:52.661802932 +0000 UTC,366926740,33.728316666666665,-118.27433333333333,0,103.6,307,0
2025-05-10 16:40:54.214063287 +0000 UTC,368024740,33.73140166666666,-118.22300833333334,0.5,183.5,215,0
2025-05-10 16:40:54.367873654 +0000 UTC,368171260,33.72903833333333,-118.27284833333333,5.8,149.9,153,12
2025-05-10 16:40:54.369337343 +0000 UTC,368133450,33.73028333333333,-118.262575,0,323.5,252,12
2025-05-10 16:40:54.475483325 +0000 UTC,367661930,33.72309,-118.22649833333334,7.8,204.5,209,0
2025-05-10 16:40:54.907225533 +0000 UTC,367393270,33.73505166666667,-118.27104833333333,0,247.1,511,0
2025-05-10 16:40:56.911850003 +0000 UTC,367199310,33.763056666666664,-118.19945666666668,0.1,247,511,15
2025-05-10 16:40:58.613279887 +0000 UTC,366734000,33.74404166666667,-118.22665666666667,0,0,511,5
2025-05-10 16:40:59.042692577 +0000 UTC,367034960,33.76746333333333,-118.21696833333334,0,8.2,511,0
2025-05-10 16:41:01.773353736 +0000 UTC,368025250,33.728053333333335,-118.27404,0,270.2,129,5
2025-05-10 16:41:02.398491611 +0000 UTC,368024740,33.731368333333336,-118.22301166666666,0.7,184.5,213,0
2025-05-10 16:41:02.525318859 +0000 UTC,367017440,33.770895,-118.21169,0.1,234.9,511,0
2025-05-10 16:41:03.41075022 +0000 UTC,367124980,33.734505,-118.27087333333334,0,265.3,511,0
2025-05-10 16:41:04.447469283 +0000 UTC,367401030,33.739754999999995,-118.27818,0,156.8,7,0
2025-05-10 16:41:05.601349987 +0000 UTC,338899000,33.734973333333336,-118.27407666666666,0,342.3,154,5
2025-05-10 16:41:08.419789931 +0000 UTC,367580930,33.76244333333333,-118.1954,0,360,511,0
2025-05-10 16:41:08.947343157 +0000 UTC,367330510,33.76374666666667,-118.25673,0,360,511,5
2025-05-10 16:41:09.118823659 +0000 UTC,367192940,33.734445,-118.27615,7,161.8,511,0
2025-05-10 16:41:09.432148604 +0000 UTC,368226970,33.74082833333333,-118.27825166666666,0.1,250.3,511,0
2025-05-10 16:41:09.462638699 +0000 UTC,367035570,33.733356666666666,-118.26350000000001,0,266.4,177,3
2025-05-10 16:41:10.77577493 +0000 UTC,241529000,33.73402333333333,-118.16948000000001,0.1,195.7,306,1
2025-05-10 16:41:11.175237304 +0000 UTC,563154300,33.763484999999996,-118.25996,0,14,175,5
2025-05-10 16:41:11.252226397 +0000 UTC,367133910,33.76551666666667,-118.25562833333333,0,234.3,150,0
2025-05-10 16:41:11.276288412 +0000 UTC,368064650,33.72376666666666,-118.27954166666667,0,360,511,15
2025-05-10 16:41:13.192552059 +0000 UTC,636022007,33.75290666666667,-118.21655833333332,4.1,8.1,355,0
2025-05-10 16:41:13.348580681 +0000 UTC,367461940,33.74431333333333,-118.22556,0.1,264.3,511,3
2025-05-10 16:41:13.434804692 +0000 UTC,367017440,33.77088333333333,-118.21171,0,236.3,511,0
2025-05-10 16:41:15.429358529 +0000 UTC,235050012,33.762899999999995,-118.24875,0,162,66,5
2025-05-10 16:41:15.997239801 +0000 UTC,311001627,33.73061,-118.22332666666667,0.2,265.9,41,0
2025-05-10 16:41:16.584413821 +0000 UTC,367044560,33.76275833333333,-118.265535,0,255,511,15
2025-05-10 16:41:18.396348729 +0000 UTC,368226970,33.74075,-118.27831166666667,0,261.3,511,0
2025-05-10 16:41:18.883376487 +0000 UTC,338140889,33.770066666666665,-118.21250166666667,0,244.8,511,15
2025-05-10 16:41:19.289246677 +0000 UTC,367698890,33.738618333333335,-118.27767666666666,5.5,179.4,175,5
2025-05-10 16:41:19.368621835 +0000 UTC,374527000,33.750098333333334,-118.18682,0,0,181,5
2025-05-10 16:41:19.500477283 +0000 UTC,367754810,33.771168333333335,-118.21307499999999,0,316.6,330,0
2025-05-10 16:41:19.999405843 +0000 UTC,351361000,33.75176666666667,-118.241015,0,10.4,251,5
2025-05-10 16:41:20.497771174 +0000 UTC,338602000,33.74776,-118.17261333333333,0.2,135,38,15
2025-05-10 16:41:23.027209391 +0000 UTC,366892000,33.75161,-118.21642166666668,4.2,15.4,10,0
2025-05-10 16:41:23.652783102 +0000 UTC,367704150,33.76223,-118.19549333333333,0,360,511,0
2025-05-10 16:41:25.58532758 +0000 UTC,368171260,33.72826,-118.27242666666666,5.8,161.4,166,12
2025-05-10 16:41:27.268779914 +0000 UTC,368926530,33.73410333333333,-118.26349333333333,0,240.8,2,5
2025-05-10 16:41:27.75305734 +0000 UTC,367027570,33.753933333333336,-118.22432666666667,0,303.2,255,0
2025-05-10 16:41:28.689156658 +0000 UTC,256843000,33.75512666666667,-118.27617333333333,0,242.5,331,5
2025-05-10 16:41:30.88129665 +0000 UTC,367724740,33.720215,-118.22324166666667,19.4,246.6,511,15
2025-05-10 16:41:31.948387754 +0000 UTC,367616090,33.770035,-118.21251666666667,0,238.3,289,5
2025-05-10 16:41:32.427468604 +0000 UTC,367625810,33.739815,-118.277935,0,310.2,12,0
2025-05-10 16:41:34.373996947 +0000 UTC,366998840,33.763933333333334,-118.25681666666667,0,84.2,309,0
2025-05-10 16:41:34.561225056 +0000 UTC,367569830,33.76377,-118.25699333333334,0,315.3,207,0
2025-05-10 16:41:35.519456647 +0000 UTC,368171390,33.731213333333336,-118.26096666666668,0,0,337,5
2025-05-10 16:41:36.22667676 +0000 UTC,366892000,33.751870000000004,-118.21633333333332,4.1,14.6,357,0
2025-05-10 16:41:36.407924521 +0000 UTC,367034320,33.76136666666667,-118.19561666666667,0,360,511,15
2025-05-10 16:41:37.647087712 +0000 UTC,367533290,33.73450666666667,-118.27070833333333,0.1,298.7,511,0
2025-05-10 16:41:40.338329577 +0000 UTC,368000890,33.75319,-118.22385333333334,0.1,31.1,239,5
2025-05-10 16:41:40.450319195 +0000 UTC,368010330,33.75429666666667,-118.216345,3.9,355.7,344,0
2025-05-10 16:41:42.710713448 +0000 UTC,368136950,33.740249999999996,-118.27811666666666,0,329.4,189,0
2025-05-10 16:41:44.510806224 +0000 UTC,368136950,33.740233333333336,-118.27811666666666,0,22.4,190,0
2025-05-10 16:41:44.638191096 +0000 UTC,477067900,33.75443,-118.21371833333333,0,158.4,0,5
2025-05-10 16:41:45.149880732 +0000 UTC,636021251,33.751529999999995,-118.27346833333333,0,222.3,328,5
2025-05-10 16:41:45.647612096 +0000 UTC,367569830,33.763774999999995,-118.25699666666667,0,315.3,207,0
2025-05-10 16:41:46.354499043 +0000 UTC,368084540,33.73985666666667,-118.27803666666667,0,270.2,8,0
2025-05-10 16:41:46.894445444 +0000 UTC,366978690,33.75083166666666,-118.18298,2.9,331,333,5
2025-05-10 16:41:47.587628536 +0000 UTC,338525791,33.771118333333334,-118.21385166666667,0,37.1,511,5
2025-05-10 16:41:47.814556345 +0000 UTC,367044560,33.7628,-118.26557166666666,0,249.2,511,15
2025-05-10 16:41:48.047694536 +0000 UTC,338145691,33.726259999999996,-118.26906166666666,0.3,83.3,511,0
2025-05-10 16:41:49.053305521 +0000 UTC,368010330,33.75445666666666,-118.21636,3.9,355.1,343,0
2025-05-10 16:41:49.476707119 +0000 UTC,367661930,33.72139166666667,-118.22773000000001,7.8,212.3,219,0
2025-05-10 16:41:51.22779454 +0000 UTC,367452280,33.735205,-118.26903833333334,0,360,511,0
2025-05-10 16:41:52.662068771 +0000 UTC,366926740,33.728316666666665,-118.27433333333333,0,270.7,307,0
2025-05-10 16:41:54.342498029 +0000 UTC,368133450,33.730293333333336,-118.262555,0,323.5,252,12
2025-05-10 16:41:54.447226291 +0000 UTC,367661930,33.721244999999996,-118.227855,7.7,214.3,222,0
2025-05-10 16:41:54.87429058 +0000 UTC,368024740,33.731155,-118.223045,0.4,190.7,215,0
2025-05-10 16:41:54.907567056 +0000 UTC,367393270,33.73505166666667,-118.27105333333334,0,247.1,511,0
2025-05-10 16:41:55.278098331 +0000 UTC,368282780,33.72549,-118.27534333333332,0,155.5,511,5
2025-05-10 16:41:56.852352567 +0000 UTC,367199310,33.763061666666665,-118.19946,0,236.6,511,15
2025-05-10 16:41:59.427293673 +0000 UTC,367034960,33.76747666666667,-118.21696833333334,0,319.6,511,0
2025-05-10 16:42:03.190637137 +0000 UTC,367124980,33.73449333333333,-118.27086,0.1,258.9,511,0
2025-05-10 16:42:04.058549112 +0000 UTC,367401030,33.739745,-118.27821166666666,0,12.3,7,0
2025-05-10 16:42:08.494197794 +0000 UTC,367580930,33.76244333333333,-118.1954,0,360,511,0
2025-05-10 16:42:09.108415582 +0000 UTC,367192940,33.73260166666667,-118.27524666666666,7.2,152.8,511,0
2025-05-10 16:42:09.533809596 +0000 UTC,368226970,33.740865,-118.27850833333333,0,257.1,511,0
2025-05-10 16:42:09.562720306 +0000 UTC,367035570,33.733403333333335,-118.26352833333334,0.1,268.7,178,3
2025-05-10 16:42:11.150802641 +0000 UTC,367133910,33.765571666666666,-118.25564,0.1,289.7,150,0
2025-05-10 16:42:11.153922512 +0000 UTC,368064650,33.72378,-118.27954333333334,0.1,94.4,511,15
2025-05-10 16:42:13.231326556 +0000 UTC,636022007,33.753995,-118.21648833333333,3.8,0.4,346,0
2025-05-10 16:42:13.284261218 +0000 UTC,368171260,33.72702833333333,-118.27195166666667,5.8,163.5,164,12
2025-05-10 16:42:13.320308964 +0000 UTC,367461940,33.744231666666664,-118.22562666666666,0.1,208.7,511,3
2025-05-10 16:42:13.41401912 +0000 UTC,367017440,33.770891666666664,-118.21168666666668,0,234.9,511,0
2025-05-10 16:42:15.023680672 +0000 UTC,367693690,33.75329333333333,-118.22384666666667,0,210.5,252,5
2025-05-10 16:42:15.99673436 +0000 UTC,311001627,33.73059666666667,-118.22337666666667,0.1,255.8,41,0
2025-05-10 16:42:16.474482745 +0000 UTC,367044560,33.762785,-118.26558333333334,0,258.6,511,15
2025-05-10 16:42:19.248048466 +0000 UTC,367698890,33.73712666666667,-118.2772,5.6,159.6,157,5
2025-05-10 16:42:19.417729841 +0000 UTC,338140889,33.770005,-118.21243,0,240.3,511,15
2025-05-10 16:42:19.481473805 +0000 UTC,367754810,33.77117666666667,-118.21307,0,214,330,0
2025-05-10 16:42:19.576514017 +0000 UTC,308369000,33.74596,-118.21146999999999,0,131.4,129,5
2025-05-10 16:42:20.732666906 +0000 UTC,338602000,33.74776,-118.17261333333333,0.2,140,37,15
2025-05-10 16:42:22.846994397 +0000 UTC,368024740,33.731183333333334,-118.22307166666666,0.7,344.6,195,0
2025-05-10 16:42:23.625940516 +0000 UTC,367704150,33.76222666666667,-118.19549333333333,0,360,511,0
2025-05-10 16:42:24.235736024 +0000 UTC,366892000,33.75271166666667,-118.21616,4,19.1,0,0
2025-05-10 16:42:25.132286884 +0000 UTC,367740790,33.756321666666665,-118.27401833333333,0,154.2,151,5
2025-05-10 16:42:27.733480838 +0000 UTC,367027570,33.753931666666666,-118.224325,0,229.8,254,0
2025-05-10 16:42:27.907158729 +0000 UTC,366978690,33.751195,-118.18318833333333,1.6,330.6,326,5
2025-05-10 16:42:29.9428323 +0000 UTC,367133910,33.765571666666666,-118.25564333333334,0,263.5,150,0
2025-05-10 16:42:31.014885603 +0000 UTC,372191000,33.743633333333335,-118.20794666666667,0,201.9,310,5
2025-05-10 16:42:32.848850528 +0000 UTC,368351000,33.770498333333336,-118.212835,0,67.6,248,5
2025-05-10 16:42:32.901527264 +0000 UTC,367625810,33.739808333333336,-118.27789333333334,0,310.2,12,0
2025-05-10 16:42:32.910069561 +0000 UTC,367017440,33.77088833333333,-118.21168833333333,0,235.1,511,0
2025-05-10 16:42:34.316825283 +0000 UTC,366998840,33.763933333333334,-118.25681666666667,0,87.8,309,0
2025-05-10 16:42:34.443603437 +0000 UTC,367569830,33.76387166666667,-118.25700166666667,0,315.3,207,0
2025-05-10 16:42:36.204076392 +0000 UTC,367034320,33.76137,-118.19561333333333,0,360,511,15
2025-05-10 16:42:36.242049926 +0000 UTC,366892000,33.752945,-118.21607166666666,3.9,12,350,0
2025-05-10 16:42:37.277237711 +0000 UTC,367533290,33.73451166666667,-118.27071333333333,0.2,289.2,511,0
2025-05-10 16:42:37.923329361 +0000 UTC,636024673,33.72956333333333,-118.25649833333334,0,181.1,251,5
2025-05-10 16:42:38.506502946 +0000 UTC,367034960,33.76748,-118.21698500000001,0,294.1,511,0
2025-05-10 16:42:40.383730587 +0000 UTC,368010330,33.75532666666667,-118.21652666666667,3.6,347.7,335,0
2025-05-10 16:42:42.055103242 +0000 UTC,368136950,33.740233333333336,-118.27813333333333,0,22.7,189,0
2025-05-10 16:42:42.901965762 +0000 UTC,368171260,33.72629833333333,-118.27165,5.8,159.6,163,12
2025-05-10 16:42:46.02622468 +0000 UTC,538010541,33.74972833333333,-118.20889166666666,0,289.3,58,5
2025-05-10 16:42:48.050155267 +0000 UTC,338145691,33.726263333333335,-118.269055,0,87.6,511,0
2025-05-10 16:42:49.32625843 +0000 UTC,368375410,33.76348,-118.26050666666667,0,360,179,5
2025-05-10 16:42:49.691775488 +0000 UTC,368010330,33.75548666666666,-118.21657166666667,3.6,347.2,334,0
2025-05-10 16:42:51.215050199 +0000 UTC,367452280,33.73520333333333,-118.269045,0,360,511,0
2025-05-10 16:42:52.663945837 +0000 UTC,366926740,33.728300000000004,-118.27431666666666,0.2,101.3,305,0
2025-05-10 16:42:54.105224223 +0000 UTC,368133450,33.73028333333333,-118.26256,0,323.5,252,12
2025-05-10 16:42:54.933318982 +0000 UTC,367393270,33.73505166666667,-118.27105166666666,0,247.1,511,0
2025-05-10 16:42:55.719087446 +0000 UTC,367760290,33.74800666666667,-118.215525,0,160.6,511,5
2025-05-10 16:42:55.963057361 +0000 UTC,368024740,33.731455000000004,-118.22313333333334,4.3,31.3,28,0
2025-05-10 16:42:56.889575819 +0000 UTC,367199310,33.763056666666664,-118.19945833333333,0,235.8,511,15
2025-05-10 16:42:57.987517515 +0000 UTC,366978690,33.75134666666666,-118.18327166666667,1,334,322,5
2025-05-10 16:42:59.360188009 +0000 UTC,367034960,33.767465,-118.21698333333333,0,264.1,511,0
2025-05-10 16:42:59.782173476 +0000 UTC,235103357,33.745824999999996,-118.27528833333334,0,25.6,26,5
2025-05-10 16:43:01.229589937 +0000 UTC,477035300,33.75651,-118.21836833333333,0,203.2,341,5
2025-05-10 16:43:01.787620595 +0000 UTC,367781000,33.727005,-118.25947,0,178.7,202,5
2025-05-10 16:43:04.345334689 +0000 UTC,220416000,33.73298333333334,-118.24501666666667,0,71.2,71,5
2025-05-10 16:43:05.513813202 +0000 UTC,368084540,33.73986333333333,-118.27804833333333,0.1,270.2,6,0
2025-05-10 16:43:08.356781311 +0000 UTC,367580930,33.76243,-118.1954,0,360,511,0
2025-05-10 16:43:09.107601157 +0000 UTC,367192940,33.73083333333333,-118.27422,7,154.3,511,0
2025-05-10 16:43:09.501719066 +0000 UTC,367035570,33.733375,-118.26351166666667,0,269.9,177,3
2025-05-10 16:43:11.691719033 +0000 UTC,367133910,33.765515,-118.25566833333333,0,193.3,150,0
2025-05-10 16:43:11.692074213 +0000 UTC,368064650,33.723735,-118.27947333333333,0,360,511,15
2025-05-10 16:43:12.876676607 +0000 UTC,366886630,33.737384999999996,-118.27808,0,360,511,5
2025-05-10 16:43:13.014973965 +0000 UTC,367401030,33.73970166666667,-118.27821999999999,0,359.5,7,0
2025-05-10 16:43:13.052143177 +0000 UTC,636022007,33.754960000000004,-118.21660666666666,3.4,351.4,338,0
2025-05-10 16:43:13.216088094 +0000 UTC,368171260,33.725498333333334,-118.27132666666667,5.8,164.1,166,12
2025-05-10 16:43:13.283693672 +0000 UTC,367461940,33.744233333333334,-118.22561833333333,0.1,227.7,511,3
2025-05-10 16:43:13.335156367 +0000 UTC,367124980,33.734518333333334,-118.27090333333334,0,250.6,511,0
2025-05-10 16:43:13.357664318 +0000 UTC,367017440,33.770895,-118.21168333333334,0,234.2,511,0
2025-05-10 16:43:13.720698602 +0000 UTC,636015175,33.77041333333333,-118.22477833333333,0,168.9,57,5
2025-05-10 16:43:16.000594782 +0000 UTC,311001627,33.73058,-118.22342499999999,0.1,231.9,41,0
2025-05-10 16:43:16.477985415 +0000 UTC,367044560,33.76277666666667,-118.265595,0,251.2,511,15
2025-05-10 16:43:18.335633659 +0000 UTC,368226970,33.740566666666666,-118.278605,0.1,246.6,511,0
